Date,AAPL,BRK-B,GLD,GOOGL,JPM,MSFT,SPY,TLT
2019-01-03,-0.10492436593540401,-0.05649729874220546,0.00902531942317321,-0.028086441073223035,-0.014313681747030158,-0.03748187923719447,-0.024151942557703084,0.011315234245861202
2019-01-04,0.041803128490910835,0.018301670322048737,-0.008119106827353381,0.050021420115568024,0.036202155504615675,0.04546026515764702,0.03294653403194288,-0.01164310812025486
2019-01-07,-0.002228268399545284,0.00872213180997579,0.0034525160778516237,-0.0019961902748784344,0.0006948725371307616,0.0012744509677413362,0.007853794167829739,-0.002952171822793094
2019-01-08,0.01888339776989747,-0.003051760171505278,-0.0027117139907279018,0.008744782379937527,-0.0018877485919072455,0.007224653977274336,0.009351735147269554,-0.0026317894743362836
2019-01-09,0.01683940156425557,0.0003055799133121525,0.006397649700215412,-0.0034334248603506427,-0.0016915524324009556,0.014198256522958013,0.004662367817983237,-0.0015660799482446507
2019-01-10,0.0031906068633440476,0.0010688725562658483,-0.005904086348646563,-0.0026105102490033044,-9.936888725718186e-05,-0.006446221704061496,0.0035213894462359824,-0.0064541074677860666
2019-01-11,-0.009866388694363699,-0.0014763591070957398,0.0017256811414605045,-0.013399917252038752,-0.0047930813070464024,-0.007752034818896683,0.0003862165296905625,0.0038941531003925537
2019-01-14,-0.015151100509093355,-0.0026015497477312687,0.002378067354322114,-0.01224995211936521,0.01025656283892699,-0.0073226741461238955,-0.006119373422776303,-0.0037282295047547723
2019-01-15,0.020260127169251973,0.005907552618148128,-0.001721516103226458,0.03274353509094987,0.007304080387237441,0.02859284211849335,0.011395600720175415,-0.0036586455321911794
2019-01-16,0.01214264754227261,0.007436489047304246,0.0031947551186356582,0.0027573808115992967,0.008032497217002872,0.003517172910093547,0.00241681300742099,0.0009991548395535215
2019-01-17,0.00592022325156784,0.001863064135222936,-0.0013094038577051105,0.008781898736539721,0.004089117799781788,0.0069979125300734055,0.0075580970918694606,0.0002495353392027843
2019-01-18,0.006140255304169524,0.028271470896012656,-0.008966489387798326,0.007414619217393447,0.016096084803122433,0.014871827804137027,0.013222289181134456,-0.005255322665757682
2019-01-22,-0.02270217096818263,-0.01855924215510799,0.0035468368649853345,-0.026232971168393758,-0.015901970599861332,-0.01902673941856616,-0.013602788492705017,0.0067518513155614725
2019-01-23,0.004036582080897222,0.002139959912903063,-0.001400718491595256,0.005344371958498811,-0.002528692158051173,0.009699017580411725,0.002090440130466578,-0.00041543453160530113
2019-01-24,-0.007957814836995697,-0.0006464412021885167,-0.0015678713054947328,-0.00037816435501743814,0.0005842235198544483,-0.004790651651952789,0.0005312237069676354,0.006544623117993378
2019-01-25,0.03259973592004391,0.008569266145019145,0.014511460180241248,0.016024081197343457,0.0063068271417501985,0.00909216678538787,0.008425897081364169,-0.004800645674588112
2019-01-28,-0.00929776422190046,-0.008917587286964776,0.0034938106026215594,-0.01985058169975697,0.004727894324206798,-0.01969440691990341,-0.007629364511052752,-0.000996163848402701
2019-01-29,-0.010418585958544552,0.005459100919898392,0.005580978043920208,-0.009116637353411103,0.002787755655290404,-0.020575692821055563,-0.0013277562772790663,0.00505324249273342
2019-01-30,0.066101021607462,0.01916680114740207,0.00571038723811713,0.025766569000796106,0.002301045801604827,0.03287115160237583,0.015706822035221127,-0.0007439653477449738
2019-01-31,0.0071754089454328426,-0.0020413782434600676,0.0004810580433256342,0.025092650289003177,-0.008753529126242469,-0.01849999652979001,0.008744090673805624,0.008563164799941491
2019-02-01,0.00048039983620239065,0.017602312039390874,-0.002006018726865743,-0.006478240812110908,0.0036647276693470756,-0.015926488847035007,0.0004813537886003033,-0.006057936656510186
2019-02-04,0.02800894697522588,-0.0032079611824300746,-0.0043467903708823,0.02017735660424995,0.0035554782972009157,0.02839230047840811,0.007010990058306319,-0.004474401369661853
2019-02-05,0.016964920528166897,-0.0033626247217697722,0.0025781491687657575,0.0091137105653328,-0.004422319087694252,0.01389980971253191,0.004183207994503143,0.00455710792391747
2019-02-06,0.0003444740986040863,-0.008747671031445033,-0.006781846869660204,-0.02548099096760608,-0.0004816939807830035,-0.011160969496775905,-0.0013193073768054018,0.0004957867118360762
2019-02-07,-0.019121049277428626,-0.020994536168990444,0.0024273450059934865,-0.015237201444038567,-0.013196567751402771,-0.00719352181238482,-0.009578531324045339,0.0065882083945169945
2019-02-08,0.0011741898062167025,-0.004023338698661672,0.0037911013463212333,-0.003197106282595491,-0.010012593238233438,0.0037924648628802756,0.0012206663052292718,0.004259432750581565
2019-02-11,-0.005767532809288601,0.01054545939340269,-0.004923141507008373,-0.0002358855650507484,-0.004747103606262858,-0.00398245841477387,0.0005541389547721198,-0.003930855900506675
2019-02-12,0.008580237960178419,0.01515176038385621,0.0021013677593768472,0.022838226844639493,0.016906207340706896,0.015461808588891844,0.012777807699222222,-0.0025471837477983464
2019-02-13,-0.004163288079096829,-0.0016991913170464029,-0.003963908091330056,0.0009307136600723945,0.004764574187191555,-0.0007485887631637101,0.003241815718583801,-0.0037914426916861137
2019-02-14,0.003636683710584567,-0.014783196724110445,0.005577307519395154,0.0005047827728777533,-0.006520302134569018,0.0008420178468490387,-0.002220744015863388,0.005681978919093348
2019-02-15,-0.0022276292498085485,0.012301939423614657,0.005947180522780987,-0.008510960995561251,0.030102658105702867,0.012272199689766838,0.010838293546553612,0.0015582594974693006
2019-02-19,0.0029884717360533497,0.0019466119312115057,0.015109582852092532,0.006126061461726144,-0.0035115222852137506,-0.0004619102582582363,0.0017288888906812736,0.0025387311167477658
2019-02-20,0.006414887592827056,0.002282391248122362,-0.0017378437981699678,-0.0052691240695494,0.0048371234484364985,-0.005212555859993845,0.0020137654949275085,-0.002865861635732751
2019-02-21,-0.005654717048675856,-0.0040341342225162944,-0.011370537714508503,-0.0147252541657632,-0.002083864652000087,0.020872297412074057,-0.0035622778938128475,-0.008979596969659697
2019-02-22,0.01110362754533339,-0.016796378185408318,0.0035920768439101198,0.011122522214016536,-0.004466059727171421,0.01415764803706734,0.006180567303448099,0.005939999372217738
2019-02-25,0.007258441361575279,0.0019790907220545583,-0.0010363715360958284,0.0006893244552651887,0.010421845182663805,0.005571558395066226,0.00136035445614164,-0.0029654735341066835
2019-02-26,0.0005737669720135399,-0.00202866733327023,0.0016736332310031306,0.004179887172083691,-0.007663784760635476,0.006876787902535475,-0.0007156074975882298,0.0049376839034429
2019-02-27,0.0030924096328602537,0.0019297831368793052,-0.00711234367844341,0.0007840139418775376,-0.0012355044853384779,-0.0016926948484576718,-0.0004296835550040058,-0.011393619040793434
2019-02-28,-0.00988414987824984,-0.004905930419288346,-0.005629776625606553,0.0032540700963958036,-0.00763642424046184,-0.001248721612985238,-0.0018643427043356273,-0.003410054825439581
2019-03-01,0.010456457650606842,0.009049844397540018,-0.017163968380321165,0.019314314854619055,0.000670355353059107,0.004452929486147093,0.006224485794484969,-0.009285716884204378
